usuario_id,mes,es_mes_actual,categoria,monto
14,2026-07,False,ENTERTAINMENT,229382.44
14,2026-07,False,HEALTH,54692.87
14,2026-07,False,EDUCATION,42739.65
14,2026-07,False,SHOPPING,300970.08
14,2026-08,True,FOOD,35449.69
14,2026-08,True,TRANSPORT,55646.91
14,2026-08,True,HOUSING,97056.23
14,2026-08,True,UTILITIES,24031.08
14,2026-08,True,ENTERTAINMENT,138849.42
14,2026-08,True,HEALTH,32000.85
14,2026-08,True,EDUCATION,28873.26
14,2026-08,True,SHOPPING,258601.83
15,2026-03,False,FOOD,42052.66
15,2026-03,False,TRANSPORT,75711.45
15,2026-03,False,HOUSING,79995.81
15,2026-03,False,UTILITIES,79802.83
15,2026-03,False,ENTERTAINMENT,42029.52
15,2026-03,False,HEALTH,364279.92
15,2026-03,False,EDUCATION,96860.31
15,2026-03,False,SHOPPING,80895.76
15,2026-04,False,FOOD,49608.98
15,2026-04,False,TRANSPORT,59967.62
15,2026-04,False,HOUSING,56160.41
15,2026-04,False,UTILITIES,45581.37
15,2026-04,False,ENTERTAINMENT,3345.24
15,2026-04,False,HEALTH,332205.09
15,2026-04,False,EDUCATION,57351.94
15,2026-04,False,SHOPPING,42371.69
15,2026-05,False,FOOD,66204.71
15,2026-05,False,TRANSPORT,22986.29
15,2026-05,False,HOUSING,23124.25
15,2026-05,False,UTILITIES,93643.56
15,2026-05,False,ENTERTAINMENT,8788.98
15,2026-05,False,HEALTH,378855.58
15,2026-05,False,EDUCATION,59214.76
15,2026-05,False,SHOPPING,12987.55
15,2026-06,False,FOOD,60482.3
15,2026-06,False,TRANSPORT,43361.91
15,2026-06,False,HOUSING,66502.62
15,2026-06,False,UTILITIES,48241.9
15,2026-06,False,ENTERTAINMENT,18303.26
15,2026-06,False,HEALTH,307330.14
15,2026-06,False,EDUCATION,90084.84
15,2026-06,False,SHOPPING,67587.88
15,2026-07,False,FOOD,55665.3
15,2026-07,False,TRANSPORT,44092.02
15,2026-07,False,HOUSING,66926.49
15,2026-07,False,UTILITIES,68462.46
15,2026-07,False,ENTERTAINMENT,28818.47
15,2026-07,False,HEALTH,427208.84
15,2026-07,False,EDUCATION,64945.67
15,2026-07,False,SHOPPING,44615.63
15,2026-08,True,FOOD,93666.3
15,2026-08,True,TRANSPORT,79472.03
15,2026-08,True,HOUSING,108623.18
15,2026-08,True,UTILITIES,76461.49
15,2026-08,True,ENTERTAINMENT,39259.5
15,2026-08,True,HEALTH,401607.44
15,2026-08,True,EDUCATION,15772.16
15,2026-08,True,SHOPPING,51636.23
16,2026-03,False,FOOD,101328.0
16,2026-03,False,TRANSPORT,4596.92
16,2026-03,False,HOUSING,131629.9
16,2026-03,False,UTILITIES,135761.43
16,2026-03,False,ENTERTAINMENT,38466.91
16,2026-03,False,HEALTH,189914.45
16,2026-03,False,EDUCATION,153542.39
16,2026-03,False,SHOPPING,135176.41
16,2026-04,False,FOOD,75227.97
16,2026-04,False,TRANSPORT,52770.47
16,2026-04,False,HOUSING,97303.52
16,2026-04,False,UTILITIES,97618.57
16,2026-04,False,ENTERTAINMENT,51932.08
16,2026-04,False,HEALTH,188742.17
16,2026-04,False,EDUCATION,128896.1
16,2026-04,False,SHOPPING,215065.45
16,2026-05,False,FOOD,44924.68
16,2026-05,False,TRANSPORT,4973.16
16,2026-05,False,HOUSING,85551.87
16,2026-05,False,UTILITIES,124664.75
16,2026-05,False,ENTERTAINMENT,63306.51
16,2026-05,False,HEALTH,174959.23
16,2026-05,False,EDUCATION,130884.31
16,2026-05,False,SHOPPING,80508.04
16,2026-06,False,FOOD,80613.2
16,2026-06,False,TRANSPORT,3371.5
16,2026-06,False,HOUSING,96517.77
16,2026-06,False,UTILITIES,140950.86
16,2026-06,False,ENTERTAINMENT,33963.15
16,2026-06,False,HEALTH,148963.69
16,2026-06,False,EDUCATION,102856.42
16,2026-06,False,SHOPPING,140114.51
16,2026-07,False,FOOD,94165.58
16,2026-07,False,TRANSPORT,4022.4
16,2026-07,False,HOUSING,129023.69
16,2026-07,False,UTILITIES,101971.35
16,2026-07,False,ENTERTAINMENT,65772.76
16,2026-07,False,HEALTH,231468.58
16,2026-07,False,EDUCATION,117172.31
16,2026-07,False,SHOPPING,129454.02
16,2026-08,True,FOOD,47128.24
16,2026-08,True,TRANSPORT,26980.19
16,2026-08,True,HOUSING,131361.26
16,2026-08,True,UTILITIES,106201.23
16,2026-08,True,ENTERTAINMENT,28188.31
16,2026-08,True,HEALTH,150823.38
16,2026-08,True,EDUCATION,195740.32
16,2026-08,True,SHOPPING,182602.72
17,2026-03,False,FOOD,2734.49
17,2026-03,False,TRANSPORT,19572.75
17,2026-03,False,HOUSING,44878.46
17,2026-03,False,UTILITIES,49019.13
17,2026-03,False,ENTERTAINMENT,32764.52
17,2026-03,False,HEALTH,51345.19
17,2026-03,False,EDUCATION,177494.17
17,2026-03,False,SHOPPING,148305.1
17,2026-04,False,FOOD,14083.76
17,2026-04,False,TRANSPORT,20267.1
17,2026-04,False,HOUSING,62082.47
17,2026-04,False,UTILITIES,29274.46
17,2026-04,False,ENTERTAINMENT,54794.84
17,2026-04,False,HEALTH,51269.5
17,2026-04,False,EDUCATION,201006.15
17,2026-04,False,SHOPPING,205385.5
17,2026-05,False,FOOD,36165.87
17,2026-05,False,TRANSPORT,3982.68
17,2026-05,False,HOUSING,80676.16
17,2026-05,False,UTILITIES,27765.47
17,2026-05,False,ENTERTAINMENT,3982.68
17,2026-05,False,HEALTH,110928.2
17,2026-05,False,EDUCATION,192333.23
17,2026-05,False,SHOPPING,197671.01
17,2026-06,False,FOOD,12394.38
17,2026-06,False,TRANSPORT,24110.81
17,2026-06,False,HOUSING,99239.72
17,2026-06,False,UTILITIES,2930.07
17,2026-06,False,ENTERTAINMENT,67052.06
17,2026-06,False,HEALTH,59126.18
17,2026-06,False,EDUCATION,201140.91
17,2026-06,False,SHOPPING,155696.24
17,2026-07,False,FOOD,20241.81
17,2026-07,False,TRANSPORT,2815.08
17,2026-07,False,HOUSING,74208.75
17,2026-07,False,UTILITIES,60516.53
17,2026-07,False,ENTERTAINMENT,32900.53
17,2026-07,False,HEALTH,58656.75
17,2026-07,False,EDUCATION,146700.31
17,2026-07,False,SHOPPING,188710.76
17,2026-08,True,FOOD,4375.68
17,2026-08,True,TRANSPORT,4375.68
17,2026-08,True,HOUSING,73948.11
17,2026-08,True,UTILITIES,28442.63
17,2026-08,True,ENTERTAINMENT,42368.99
17,2026-08,True,HEALTH,91792.22
17,2026-08,True,EDUCATION,243339.66
17,2026-08,True,SHOPPING,200108.3
18,2026-03,False,FOOD,183546.9
18,2026-03,False,TRANSPORT,4081.35
18,2026-03,False,HOUSING,141272.69
18,2026-03,False,UTILITIES,178771.54
18,2026-03,False,ENTERTAINMENT,81021.76
18,2026-03,False,HEALTH,29895.37
18,2026-03,False,EDUCATION,94126.3
18,2026-03,False,SHOPPING,143335.34
18,2026-04,False,FOOD,197622.09
18,2026-04,False,TRANSPORT,14439.05
18,2026-04,False,HOUSING,107140.27
18,2026-04,False,UTILITIES,185851.13
18,2026-04,False,ENTERTAINMENT,122530.62
18,2026-04,False,HEALTH,39561.29
18,2026-04,False,EDUCATION,53202.34
18,2026-04,False,SHOPPING,150309.2
18,2026-05,False,FOOD,255129.92
18,2026-05,False,TRANSPORT,4831.78
18,2026-05,False,HOUSING,137752.71
18,2026-05,False,UTILITIES,194769.23
18,2026-05,False,ENTERTAINMENT,63539.53
18,2026-05,False,HEALTH,50950.86
18,2026-05,False,EDUCATION,38831.57
18,2026-05,False,SHOPPING,164911.95
18,2026-06,False,FOOD,178280.19
18,2026-06,False,TRANSPORT,36440.94
18,2026-06,False,HOUSING,113701.36
18,2026-06,False,UTILITIES,152451.65
18,2026-06,False,ENTERTAINMENT,89684.65
18,2026-06,False,HEALTH,3829.17
18,2026-06,False,EDUCATION,54126.72
18,2026-06,False,SHOPPING,112074.72
18,2026-07,False,FOOD,212530.32
18,2026-07,False,TRANSPORT,39653.8
18,2026-07,False,HOUSING,97550.89
18,2026-07,False,UTILITIES,161416.27
18,2026-07,False,ENTERTAINMENT,110279.94
18,2026-07,False,HEALTH,29728.4
18,2026-07,False,EDUCATION,80402.14
18,2026-07,False,SHOPPING,118227.66
18,2026-08,True,FOOD,182631.9
18,2026-08,True,TRANSPORT,21990.74
18,2026-08,True,HOUSING,158681.02
18,2026-08,True,UTILITIES,210659.54
18,2026-08,True,ENTERTAINMENT,83715.8
18,2026-08,True,HEALTH,46812.25
18,2026-08,True,EDUCATION,73057.82
18,2026-08,True,SHOPPING,150622.77
19,2026-03,False,FOOD,118755.06
19,2026-03,False,TRANSPORT,219777.09
19,2026-03,False,HOUSING,4865.32
19,2026-03,False,UTILITIES,79672.84
19,2026-03,False,ENTERTAINMENT,4865.32
19,2026-03,False,HEALTH,119239.94
19,2026-03,False,EDUCATION,54676.61
19,2026-03,False,SHOPPING,245349.58
19,2026-04,False,FOOD,66307.68
19,2026-04,False,TRANSPORT,163910.48
19,2026-04,False,HOUSING,90249.72
19,2026-04,False,UTILITIES,84431.33
19,2026-04,False,ENTERTAINMENT,109655.56
19,2026-04,False,HEALTH,121480.06
19,2026-04,False,EDUCATION,121196.97
19,2026-04,False,SHOPPING,119655.86
19,2026-05,False,FOOD,104534.63
19,2026-05,False,TRANSPORT,185619.46
19,2026-05,False,HOUSING,4039.56
19,2026-05,False,UTILITIES,35943.92
19,2026-05,False,ENTERTAINMENT,85584.37
19,2026-05,False,HEALTH,97454.16
19,2026-05,False,EDUCATION,97705.02
19,2026-05,False,SHOPPING,152488.88
19,2026-06,False,FOOD,151141.21
19,2026-06,False,TRANSPORT,199707.66
19,2026-06,False,HOUSING,21090.2
19,2026-06,False,UTILITIES,24472.19
19,2026-06,False,ENTERTAINMENT,159919.81
19,2026-06,False,HEALTH,141951.61
19,2026-06,False,EDUCATION,58503.25
19,2026-06,False,SHOPPING,224878.17
19,2026-07,False,FOOD,112656.75
19,2026-07,False,TRANSPORT,167977.38
19,2026-07,False,HOUSING,23023.14
19,2026-07,False,UTILITIES,43912.48
19,2026-07,False,ENTERTAINMENT,109863.71
19,2026-07,False,HEALTH,99124.83
19,2026-07,False,EDUCATION,78439.26
19,2026-07,False,SHOPPING,184733.98
19,2026-08,True,FOOD,137677.81
19,2026-08,True,TRANSPORT,128222.07
19,2026-08,True,HOUSING,50972.36
19,2026-08,True,UTILITIES,65760.86
19,2026-08,True,ENTERTAINMENT,156306.85
19,2026-08,True,HEALTH,105287.35
19,2026-08,True,EDUCATION,67756.6
19,2026-08,True,SHOPPING,137436.07
20,2026-03,False,FOOD,54351.73
20,2026-03,False,TRANSPORT,32998.43
20,2026-03,False,HOUSING,17505.73
20,2026-03,False,UTILITIES,9520.02
20,2026-03,False,ENTERTAINMENT,56263.43
20,2026-03,False,HEALTH,39742.81
20,2026-03,False,EDUCATION,40036.09
20,2026-03,False,SHOPPING,61091.36
20,2026-04,False,FOOD,33336.59
20,2026-04,False,TRANSPORT,21946.75
20,2026-04,False,HOUSING,52281.39
20,2026-04,False,UTILITIES,22443.67
20,2026-04,False,ENTERTAINMENT,42524.09
20,2026-04,False,HEALTH,33826.83
20,2026-04,False,EDUCATION,47200.11
20,2026-04,False,SHOPPING,76606.16
20,2026-05,False,FOOD,18754.7
20,2026-05,False,TRANSPORT,22281.71
20,2026-05,False,HOUSING,37534.83
20,2026-05,False,UTILITIES,15395.63
20,2026-05,False,ENTERTAINMENT,50626.04
20,2026-05,False,HEALTH,39232.06
20,2026-05,False,EDUCATION,41354.87
20,2026-05,False,SHOPPING,79806.62
20,2026-06,False,FOOD,60265.35
20,2026-06,False,TRANSPORT,46768.76
20,2026-06,False,HOUSING,22887.97
20,2026-06,False,UTILITIES,10482.1
20,2026-06,False,ENTERTAINMENT,72618.88
20,2026-06,False,HEALTH,21127.95
20,2026-06,False,EDUCATION,50424.72
20,2026-06,False,SHOPPING,97934.74
20,2026-07,False,FOOD,23653.52
20,2026-07,False,TRANSPORT,34376.48
20,2026-07,False,HOUSING,46725.4
20,2026-07,False,UTILITIES,24642.54
20,2026-07,False,ENTERTAINMENT,61585.92
20,2026-07,False,HEALTH,46786.07
20,2026-07,False,EDUCATION,49367.89
20,2026-07,False,SHOPPING,87945.3
20,2026-08,True,FOOD,48928.39
20,2026-08,True,TRANSPORT,42415.17
20,2026-08,True,HOUSING,48765.04
20,2026-08,True,UTILITIES,18242.22
20,2026-08,True,ENTERTAINMENT,55803.99
20,2026-08,True,HEALTH,17463.67
20,2026-08,True,EDUCATION,30074.42
20,2026-08,True,SHOPPING,61701.77
